lat,lon,day,hour,category,uid,tid
0.069989294,-0.1031367,1,17,4,184,6
0.08807343,-0.09257999,4,17,4,184,6
0.0891861,-0.070852235,4,0,4,184,6
0.09988612,-0.05631511,4,0,4,184,6
0.091766804,-0.04449664,4,0,4,184,6
0.09395042,-0.04739363,4,0,4,184,6
0.088395715,-0.045834504,4,0,4,184,6
0.074361145,-0.05006037,4,0,4,184,6
0.06901339,-0.046034724,5,0,4,184,6
0.08268198,-0.04308033,5,0,4,184,6
0.08268079,-0.04413829,5,0,4,184,6
0.07520373,-0.040224306,5,0,4,184,6
0.07064842,-0.043562308,5,0,4,184,6
0.0739024,-0.053257518,5,0,4,184,6
0.080911696,-0.05296906,5,0,4,184,6
0.08025569,-0.05342397,5,0,4,184,6
0.07743594,-0.0496637,5,0,4,184,6
0.083696336,-0.050694868,5,0,4,184,6
0.08339092,-0.05232922,5,0,4,184,6
0.07837817,-0.049908765,5,0,4,184,6
0.0015142746,0.037077434,3,12,0,157,7
0.0045900233,0.038922824,3,12,0,157,7
0.0071950443,0.04410307,3,12,0,157,7
0.015612397,0.048348233,3,12,0,157,7
0.015912268,0.05195435,3,12,0,157,7
0.01731268,0.053666644,3,12,0,157,7
0.013521779,0.048833266,3,12,0,157,7
0.0114860125,0.044567965,3,12,0,157,7
0.01035862,0.040179983,3,12,0,157,7
0.008610386,0.041785784,3,12,0,157,7
0.012225214,0.045410737,3,23,0,157,7
0.0065177567,0.050015755,3,15,0,157,7
0.0058757104,0.053324446,3,15,0,157,7
0.0067373253,0.047335386,3,15,0,157,7
0.0054091103,0.04183764,3,23,0,157,7
0.105939716,0.006607808,0,19,3,72,8
0.09410533,-0.003132932,6,23,1,72,8
0.09262681,0.0010794476,6,23,3,72,8
0.092129245,0.002431117,6,23,3,72,8
0.09676409,0.007889658,6,23,3,72,8
0.08845052,0.0041176304,6,23,3,72,8
0.0882016,0.012770072,6,4,3,72,8
0.09184544,0.01354593,6,4,3,72,8
0.092880115,0.011131607,6,4,3,72,8
0.091155976,0.0038269982,6,4,3,72,8
0.08928311,0.0037653148,6,4,3,72,8
0.09145634,0.0108202025,6,4,3,72,8
0.091091216,0.011563659,6,4,3,72,8
0.10379517,0.018978737,6,4,3,72,8
0.0996781,0.017781273,6,4,3,72,8
-0.07521483,0.02420991,0,1,1,176,9
-0.06894469,0.017905451,0,1,1,176,9
-0.053648356,0.03478948,1,1,1,176,9
-0.037881546,0.044170693,1,1,1,176,9
-0.034185167,0.060046293,1,1,1,176,9
-0.03174542,0.06604946,1,1,1,176,9
-0.03786189,0.070328705,1,1,1,176,9
-0.03445278,0.06307069,3,1,2,176,9
-0.02847172,0.062715225,3,1,2,176,9
-0.023501623,0.080906026,3,1,2,176,9
-0.038980808,0.069000386,3,1,1,176,9
-0.022951428,0.07246321,3,1,1,176,9
-0.023699831,0.07622584,3,1,2,176,9
-0.0147854015,0.067327194,3,1,2,176,9
-0.0140603725,0.063050546,3,1,2,176,9
-0.020111723,0.06418326,3,1,2,176,9
-0.02004421,0.06414614,3,1,2,176,9
-0.032011352,0.07774892,3,1,2,176,9
-0.035106685,0.08220739,3,1,2,176,9
-0.032302853,0.08558255,3,1,2,176,9
-0.017817263,0.08477045,3,1,2,176,9
-0.019811224,0.08556052,3,1,2,176,9
-0.019028787,0.077901356,3,1,2,176,9
-0.01970261,0.058538303,3,1,2,176,9
-0.02402642,0.061404154,3,1,2,176,9
-0.026371252,0.055638574,3,1,2,176,9
-0.025865857,0.05353474,3,1,2,176,9
-0.024390358,0.04170367,3,1,2,176,9
-0.02861524,0.050413698,3,1,2,176,9
-0.023905355,0.06650434,3,1,2,176,9
-0.025565606,0.061775878,3,1,2,176,9
-0.019577254,0.056920335,3,1,2,176,9
-0.02493463,0.068047866,3,1,2,176,9
-0.023587938,0.083193384,3,1,2,176,9
-0.029826995,0.087715216,3,1,2,176,9
-0.03827608,0.08349595,3,1,2,176,9
-0.037657615,0.07259875,3,1,2,176,9
-0.03817558,0.07346203,3,1,2,176,9
-0.038429137,0.07711019,3,1,2,176,9
0.071177885,0.015880145,0,19,3,91,10
0.07274534,0.01041393,0,19,3,91,10
0.06066582,0.015403226,0,19,3,91,10
0.05314732,0.014120534,0,19,3,91,10
0.06684701,0.016100235,0,19,3,91,10
0.06181473,0.012381896,0,19,3,91,10
0.066661984,0.008916043,0,19,3,91,10
0.081343874,0.011859737,0,19,3,91,10
0.068163514,0.005233839,0,19,3,91,10
0.061366666,0.0037536249,0,19,3,91,10
0.06685759,0.0130812,0,19,3,91,10
0.07374799,0.01574193,0,19,3,91,10
0.07498461,0.008771546,0,19,3,91,10
0.085758135,0.010268323,0,19,3,91,10
0.08996311,0.016985603,0,19,3,91,10
0.07819985,0.009581745,0,19,3,91,10
0.070497185,0.005655151,0,19,3,91,10
0.06869738,0.0041770414,0,19,3,91,10
0.07981056,0.0055797696,0,19,3,91,10
0.07716371,-0.0014053583,0,19,3,91,10
0.076518774,0.0064672157,0,19,3,91,10
0.082348585,0.022671059,0,19,3,91,10
0.07156065,0.016901173,0,19,3,91,10
0.07390803,0.014108561,0,19,3,91,10
0.099101484,0.0115169585,0,19,3,91,10
0.09229386,0.02448269,0,19,3,91,10
0.09785925,0.025267243,0,19,3,91,10
0.07471606,0.015686579,0,19,3,91,10
0.071261555,0.009226784,0,19,3,91,10
0.06803273,0.0077073164,0,19,3,91,10
0.07413408,0.0038668662,0,19,3,91,10
0.07970999,-0.0030135736,0,19,3,91,10
0.07961714,0.003486529,0,19,3,91,10
0.07069063,-0.00029172003,0,19,3,91,10
0.07333115,-0.010037251,0,19,3,91,10
0.074419394,-0.019505829,0,19,3,91,10
0.07843906,-0.027481664,0,19,3,91,10
0.084507644,-0.02188398,0,19,3,91,10
0.08013542,-0.011144601,0,19,3,91,10
0.0801633,-0.008245796,0,19,3,91,10
0.0780856,-0.013108917,0,19,3,91,10
0.091704234,-0.014020078,0,19,3,91,10
0.09451249,-0.019078828,0,19,3,91,10
0.09594521,-0.02119232,0,19,3,91,10
0.08845298,-0.012531541,0,19,3,91,10
0.08961058,-0.00020765513,0,19,3,91,10
0.08045688,0.0046627596,0,19,3,91,10
0.07456815,0.0007299036,0,19,3,91,10
0.06840986,-0.008934155,0,19,3,91,10
0.06989111,-0.0054392144,0,19,3,91,10
0.06461787,-0.001577042,0,19,3,91,10
0.059320558,-0.019101799,0,19,3,91,10
0.075212866,-0.008558482,0,19,3,91,10
0.08383486,-0.011256143,0,19,3,91,10
0.08903387,-0.016740397,0,19,3,91,10
0.08070934,-0.00929074,0,19,3,91,10
0.07348317,-0.0035849512,0,19,3,91,10
0.10169864,-0.055437442,1,22,0,65,11
0.08985777,-0.04972691,1,22,0,65,11
0.08777587,-0.042458057,1,2,0,65,11
0.08330253,-0.040349837,2,2,0,65,11
0.07616301,-0.038082413,2,2,0,65,11
0.070086405,-0.04717478,2,2,0,65,11
0.078914925,-0.06392677,2,2,0,65,11
0.08114728,-0.07333262,2,2,3,65,11
0.08403407,-0.074866086,2,2,3,65,11
0.084004,-0.074591175,2,2,3,65,11
0.0842877,-0.0648579,2,2,3,65,11
0.07690136,-0.06676071,2,2,3,65,11
-0.0119846575,-0.043425795,0,21,0,123,12
0.009816606,-0.039360445,0,21,0,123,12
0.0010006018,-0.017181851,0,21,1,123,12
0.0010026433,-0.027650403,0,21,6,123,12
-0.0065395646,-0.015158478,2,21,5,123,12
-0.008969244,-0.008702427,2,21,9,123,12
-0.0015267543,0.001425609,2,21,9,123,12
-0.0003418438,0.0075845197,2,21,9,123,12
-0.012413319,-0.0039856955,2,21,9,123,12
-0.012697395,0.0002387464,2,21,9,123,12
0.00043700263,-0.041540504,3,18,0,90,13
0.008572262,-0.053150386,3,18,0,90,13
0.02125812,-0.043891624,3,18,3,90,13
0.02438752,-0.040684097,3,18,3,90,13
0.026147578,-0.04003209,3,18,3,90,13
0.018702086,-0.03804621,3,18,3,90,13
0.022537243,-0.037615135,3,18,3,90,13
0.024880491,-0.03453415,3,18,3,90,13
0.01723313,-0.037001714,3,18,3,90,13
0.026983745,-0.041198716,3,18,3,90,13
0.01955916,-0.03882061,3,18,3,90,13
0.023703452,-0.039780743,3,18,3,90,13
0.033924166,0.032768063,0,21,1,16,14
0.043402735,0.032300733,0,21,1,16,14
0.04195449,0.035029136,0,21,3,16,14
0.04963908,0.040162914,0,21,3,16,14
0.046221558,0.041597,0,21,3,16,14
0.042558167,0.029340647,0,21,3,16,14
0.038826052,0.021821462,2,21,3,16,14
0.03807876,0.02659633,2,21,3,16,14
0.03147087,0.025140487,2,21,3,16,14
0.020272408,0.02122628,2,21,3,16,14
0.01316813,0.01643189,2,21,3,16,14
0.0019288398,0.010706,2,4,3,16,14
0.010050748,0.016313039,2,4,3,16,14
0.02099887,0.01943677,2,4,3,16,14
0.033043925,0.023110293,2,4,3,16,14
0.037651006,0.023421548,2,4,3,16,14
0.037970547,0.02471625,2,4,3,16,14
0.024939511,0.020862602,2,4,3,16,14
0.009224895,0.012117766,2,4,3,16,14
0.0035172738,0.0087355,2,4,3,16,14
0.011474673,0.012782,2,4,3,16,14
0.009374503,0.019658051,2,4,3,16,14
0.008243624,0.014019243,2,4,3,16,14
0.008140378,0.014037766,0,20,0,45,15
0.00520109,0.013847955,2,20,0,45,15
-0.0069435053,0.01642143,2,20,0,45,15
0.002009984,0.024798043,2,20,2,45,15
-0.0008151643,0.028746687,2,20,2,45,15
-0.00018953905,0.031293683,4,20,2,45,15
0.0046825297,0.032611318,4,20,2,45,15
0.0034583397,0.02819132,6,20,2,45,15
0.0048178546,0.03345579,6,20,2,45,15
-0.0067198984,0.032309107,6,20,2,45,15
-0.0006879382,-0.033713505,0,22,0,42,16
-0.020179253,-0.045589887,2,22,0,42,16
-0.02462333,-0.043056197,2,22,0,42,16
-0.024956968,-0.030435026,2,22,1,42,16
-0.010980573,-0.0144377425,2,22,1,42,16
-0.014974963,-0.01742421,2,22,1,42,16
-0.013572212,-0.01980967,2,22,9,42,16
-0.0142961405,-0.023098707,2,22,1,42,16
-0.017652716,-0.03429476,2,22,1,42,16
-0.13408448,0.082744725,0,19,3,20,17
-0.12402953,0.07896381,2,17,4,20,17
-0.11804229,0.096097045,2,2,4,20,17
-0.102727816,0.10460075,4,2,4,20,17
-0.10197739,0.09719808,2,2,4,20,17
-0.1004858,0.09788852,4,17,4,20,17
-0.102132365,0.0964636,4,2,4,20,17
-0.096614555,0.10166716,4,2,4,20,17
-0.09146547,0.10249957,4,2,4,20,17
-0.0895724,0.10882499,4,2,4,20,17
-0.0820248,0.104127474,4,2,4,20,17
0.100830466,0.01762975,0,21,0,102,18
0.0953659,0.026951656,3,21,0,102,18
0.08732307,0.03662406,3,21,0,102,18
0.09419604,0.012868203,3,21,0,102,18
0.0973358,0.016048796,3,21,0,102,18
0.09590724,0.00849472,3,21,0,102,18
0.09318073,0.0068362206,3,21,0,102,18
0.10251275,0.0041010566,3,21,0,102,18
0.10298517,-0.004879333,3,21,0,102,18
0.10384299,0.0011410415,3,21,0,102,18
0.10464403,0.010462739,3,21,0,102,18
0.09889765,0.0114917755,3,21,0,102,18
0.1032853,0.0059379116,3,21,0,102,18
0.1016313,0.0038748458,3,21,0,102,18
0.10165563,0.0020297803,3,21,0,102,18
0.095992744,0.00416822,3,21,0,102,18
0.056904715,0.010504954,0,21,2,6,19
0.07535808,0.010908924,0,21,2,6,19
0.0768377,0.017888121,0,2,2,6,19
0.066720635,0.02508486,0,2,2,6,19
0.06498952,0.027956553,0,2,2,6,19
0.06790009,0.030594312,0,2,2,6,19
0.057100076,0.026841693,3,2,2,6,19
0.045506176,0.016943954,3,2,5,6,19
0.041208196,0.013988204,3,2,5,6,19
0.041325685,0.022274323,3,2,5,6,19
0.043826554,0.027542107,3,2,5,6,19
0.04930872,0.01995726,3,2,5,6,19
0.060657505,0.026288502,3,2,5,6,19
0.07064858,0.034712605,6,2,5,6,19
0.07410619,0.031598054,6,2,5,6,19
0.06970301,0.02454146,6,2,5,6,19
0.062036235,0.029419713,6,2,5,6,19
0.046794284,0.029783674,6,2,5,6,19
0.051379863,0.034365363,6,2,5,6,19
0.046109576,0.03337542,6,2,5,6,19
0.041167382,0.025602974,6,2,5,6,19
0.03828891,0.022253074,6,2,5,6,19
0.0326438,0.021879308,6,2,5,6,19
0.034169976,0.02261559,6,2,5,6,19
0.0019222684,0.08509562,0,19,2,74,20
0.0062660165,0.09275248,0,19,2,74,20
-0.003359627,0.071197055,0,19,2,74,20
0.0005720593,0.06257819,0,19,2,74,20
0.0032382794,0.062964484,0,19,2,74,20
0.0060893185,0.068109386,0,19,2,74,20
-0.002682548,0.060837194,0,19,2,74,20
0.0063390173,0.05606308,0,19,2,74,20
0.015527267,0.07907765,0,19,2,74,20
0.010941539,0.07525062,0,19,2,74,20
0.00903726,0.066050746,0,19,2,74,20
-0.0001863055,0.07254707,0,19,2,74,20
0.0015605278,0.067133605,0,19,2,74,20
7.050112e-05,0.06308703,0,19,2,74,20
0.009675417,0.075528465,1,19,2,74,20
0.013460327,0.070729986,1,19,2,74,20
0.0072316863,0.07730033,1,0,2,74,20
0.00947747,0.06588369,1,0,2,74,20
0.0077433325,0.05403503,1,0,2,74,20
-0.00027717277,0.04963208,1,0,2,74,20
-0.0074675493,0.05181981,1,0,2,74,20
-0.016076501,0.06704869,1,0,2,74,20
-0.0020622574,0.078870885,1,19,2,74,20
0.00017977133,0.08033434,1,19,2,74,20
-0.006972786,0.07216298,1,0,2,74,20
-0.001626458,0.06855608,1,0,2,74,20
0.006745685,0.074816965,1,0,2,74,20
0.0130874105,0.09028562,1,19,2,74,20
0.008991141,0.103995375,1,19,2,74,20
0.00722434,0.07610143,1,0,2,74,20
0.0058677234,0.0516584,1,0,2,74,20
-0.0008257888,0.03870199,1,0,2,74,20
-0.010026377,0.04066827,1,0,2,74,20
-0.011727225,0.048357233,1,19,2,74,20
-0.014949378,0.06172648,1,0,2,74,20
-0.013743218,0.05580859,1,0,2,74,20
-0.016023722,0.03942728,1,0,2,74,20
-0.012854453,0.027419746,1,0,2,74,20
-0.019642767,0.03132225,1,0,2,74,20
-0.02083842,0.040138207,1,0,2,74,20
-0.021825772,0.045502804,1,4,2,74,20
-0.024920102,0.046904743,1,0,2,74,20
-0.017897349,0.037792496,1,0,2,74,20
-0.009133305,0.04400485,1,0,2,74,20
0.007094536,0.04323452,1,0,2,74,20
0.018953983,0.047027312,1,0,2,74,20
0.0016258694,0.053685315,1,0,2,74,20
-0.007488724,0.049838193,1,0,2,74,20
0.120989144,-0.046578653,0,23,2,55,21
0.09902884,-0.05691994,2,23,2,55,21
0.104280695,-0.039011844,2,4,2,55,21
0.104814634,-0.032028936,2,4,2,55,21
0.103242934,-0.030453257,2,4,2,55,21
0.10797194,-0.029744633,2,4,2,55,21
0.1023404,-0.034401603,2,4,4,55,21
0.10080728,-0.03720983,2,4,4,55,21
0.10508506,-0.030232854,2,4,4,55,21
0.10765047,-0.026764177,2,4,4,55,21
0.10271424,-0.029326327,2,4,4,55,21
0.09449637,-0.031007819,2,4,4,55,21
0.10046448,-0.02395802,2,4,4,55,21
0.09945278,-0.02467946,2,23,4,55,21
0.10013756,-0.02343323,2,4,4,55,21
0.105592206,-0.023331262,2,4,4,55,21
0.10682118,-0.022339858,2,4,4,55,21
0.098420516,-0.02271963,2,4,4,55,21
0.08883278,-0.025701024,2,4,4,55,21
0.08850926,-0.024468832,2,4,4,55,21
0.08999643,-0.024869181,2,4,4,55,21
0.08906031,-0.028010003,2,4,4,55,21
0.09030859,-0.026749827,2,4,4,55,21
0.09676565,-0.023418374,2,4,4,55,21
0.084771544,-0.03117492,2,4,4,55,21
0.08622597,-0.025293179,2,4,4,55,21
0.08864801,-0.021471687,2,4,4,55,21
0.09063488,-0.018266924,2,4,4,55,21
0.09258655,-0.018956073,2,4,4,55,21
0.08885816,-0.021110244,2,4,4,55,21
0.084350586,-0.024350367,3,4,4,55,21
-0.0016679913,-0.030113067,3,22,0,137,22
0.0071715787,-0.030449724,3,22,0,137,22
-0.0046882443,-0.031235626,3,22,0,137,22
0.00045536086,-0.024782088,4,22,0,137,22
-0.0036366768,-0.022014827,4,22,0,137,22
-0.0005591251,-0.018116746,4,4,0,137,22
-0.00047249347,-0.019348782,4,4,0,137,22
-0.008712266,-0.01904881,4,4,0,137,22
-0.007191416,-0.015976485,4,4,0,137,22
-0.0063609593,-0.01341169,4,4,0,137,22
0.06557444,0.07316815,0,18,0,54,23
0.060682368,0.060682334,0,18,0,54,23
0.057310466,0.056577653,0,18,0,54,23
0.061951164,0.057251178,0,18,0,54,23
0.06879048,0.058172904,0,18,0,54,23
0.074423164,0.051375054,0,18,0,54,23
0.08401333,0.04092992,0,18,0,54,23
0.09296484,0.042047873,0,18,0,54,23
0.06305535,0.061899684,0,18,0,54,23
0.05823886,0.06322724,0,18,0,54,23
0.06430814,0.053518333,0,18,0,54,23
0.06813656,0.054911017,0,18,0,54,23
0.07041593,0.04698915,0,18,0,54,23
0.073137686,0.05685886,1,18,0,54,23
0.07432352,0.06895327,1,18,0,54,23
0.07370187,0.06596134,1,18,0,54,23
0.07403591,0.0563524,1,18,0,54,23
0.0819401,0.051613443,1,18,0,54,23
0.077725574,0.044441305,1,18,0,54,23
0.07111785,0.04815554,1,18,0,54,23
0.060562346,0.064085275,3,18,0,54,23
0.055651966,0.07754674,3,18,0,54,23
0.06430264,0.0734419,3,18,0,54,23
0.07846014,0.05749231,3,18,0,54,23
0.06829269,0.043016978,3,18,0,54,23
0.076238245,0.04792106,3,18,0,54,23
0.06260589,0.066544734,3,18,0,54,23
0.056797776,0.07166179,3,18,0,54,23
0.06589122,0.06803485,3,18,0,54,23
0.07127309,0.05741567,3,0,0,54,23
0.07466443,0.05233728,3,0,0,54,23
0.06639111,0.04680054,3,18,0,54,23
0.039972488,-0.035533674,0,20,2,31,24
0.040618647,-0.049181744,0,20,4,31,24
0.0486925,-0.048693467,0,19,4,31,24
0.028353777,-0.06026784,0,20,4,31,24
0.02300927,-0.05052653,1,19,4,31,24
0.033804834,-0.052456707,1,19,4,31,24
0.040964853,-0.05155526,3,19,4,31,24
0.039699513,-0.05045567,3,19,4,31,24
0.040939596,-0.04195728,3,18,4,31,24
0.051830668,-0.040509567,3,19,4,31,24
0.044266757,-0.036090568,3,19,4,31,24
0.04698846,-0.10002195,0,2,4,153,25
0.052730452,-0.09878238,0,2,4,153,25
0.056202684,-0.08887981,1,2,4,153,25
0.05859146,-0.07681851,1,2,4,153,25
0.06178416,-0.06837225,1,2,4,153,25
0.058911603,-0.067035995,1,2,4,153,25
0.043928314,-0.06736586,1,2,4,153,25
0.04024153,-0.06579973,1,2,4,153,25
0.034650024,-0.066771954,1,2,4,153,25
0.036416147,-0.06384455,5,2,4,153,25
0.031190883,-0.06761928,5,2,4,153,25
0.034460593,-0.06754387,5,2,4,153,25
0.029620308,-0.06964516,5,2,4,153,25
0.029912237,-0.064944014,5,2,4,153,25
0.020406883,-0.14071554,0,23,1,98,26
0.016671922,-0.12802398,2,2,4,98,26
0.006376937,-0.12429004,2,2,6,98,26
0.011101589,-0.11455713,2,2,6,98,26
0.01957624,-0.10772006,2,2,6,98,26
0.017098244,-0.10243619,2,2,6,98,26
0.015061434,-0.10309191,2,2,6,98,26
0.013617441,-0.10077514,2,0,6,98,26
0.0067386404,-0.10113728,2,0,6,98,26
0.0046139173,-0.100428805,6,0,6,98,26
0.0041249543,-0.10136421,6,0,6,98,26
-0.026356395,-0.030949647,1,5,6,57,27
-0.01871312,-0.030310482,1,5,6,57,27
-0.0020862967,-0.018364053,1,5,6,57,27
0.0074080937,-0.015082933,1,5,6,57,27
0.014689099,-0.014265217,4,3,6,57,27
0.0059659667,-0.016653173,4,3,6,57,27
0.0060644336,-0.01749865,4,3,6,57,27
0.0056260265,-0.01282496,4,0,6,57,27
0.0076747127,-0.0110626,4,0,6,57,27
0.010215115,-0.0071878806,4,0,6,57,27
0.0049645416,-0.008547917,4,0,6,57,27
0.0019136705,-0.011249408,4,0,6,57,27
-0.0021796338,-0.012798436,5,0,6,57,27
-0.0024643727,-0.011611387,5,0,6,57,27
0.0011904426,-0.010920569,5,0,6,57,27
0.002558846,-0.011914063,5,0,6,57,27
0.004437607,-0.0124301985,5,0,6,57,27
0.0066976137,-0.011648625,5,0,6,57,27
0.0072936676,-0.012944132,5,0,6,57,27
0.0072820745,-0.0070211664,5,0,6,57,27
0.003907826,-0.0087460615,5,0,6,57,27
0.004117258,-0.00867888,5,0,6,57,27
0.007370811,-0.008398037,5,0,6,57,27
0.009532008,-0.011540838,5,0,6,57,27
0.020300541,0.015877217,0,19,9,31,28
0.022132035,0.015486293,0,19,9,31,28
0.02538618,0.024311148,4,19,9,31,28
0.023088083,0.04204554,4,19,9,31,28
0.009045973,0.027998112,4,19,9,31,28
0.011337727,0.033298567,4,19,9,31,28
0.012993909,0.03432656,4,19,9,31,28
0.014253262,0.031054154,4,19,9,31,28
0.012315523,0.025874823,5,19,9,31,28
-0.006149389,0.020007744,5,19,9,31,28
-0.004955407,0.02243483,5,19,9,31,28
-0.034440856,0.11711388,1,5,6,152,29
-0.026462976,0.10139232,5,5,7,152,29
-0.024514634,0.10466073,5,5,6,152,29
-0.023199584,0.10460081,5,5,6,152,29
-0.020479664,0.10717713,5,5,6,152,29
-0.026046436,0.1054214,5,1,6,152,29
-0.030678403,0.10468591,5,1,6,152,29
-0.026967663,0.10627314,5,1,6,152,29
-0.025424518,0.10665373,5,1,6,152,29
-0.023343936,0.108324476,5,1,6,152,29
-0.023521572,0.10524518,5,1,6,152,29
-0.022028457,0.10134051,5,1,6,152,29
-0.025004737,0.1026471,5,1,6,152,29
-0.027848128,0.106541194,5,1,6,152,29
-0.025235366,0.10475258,5,1,6,152,29
-0.01933505,0.10851333,5,1,6,152,29
0.10053854,-0.16274753,1,2,0,167,30
0.089595914,-0.16600943,1,2,0,167,30
0.08931473,-0.1602571,4,2,0,167,30
0.08531886,-0.15035063,4,2,0,167,30
0.09121741,-0.1406785,4,2,0,167,30
0.089322835,-0.13273054,4,2,0,167,30
0.086319864,-0.1263064,4,2,0,167,30
0.08362806,-0.12511444,4,2,0,167,30
0.08816686,-0.12869875,4,2,0,167,30
0.08826688,-0.12441737,4,2,0,167,30
0.08967446,-0.1286681,4,2,0,167,30
0.09037447,-0.12986782,4,2,0,167,30
0.027551714,-0.14967519,2,19,0,113,31
0.016988862,-0.14438239,2,2,9,113,31
0.004644785,-0.1321413,2,2,1,113,31
0.017950732,-0.13274457,2,2,1,113,31
0.014337469,-0.1334489,2,2,1,113,31
0.010452796,-0.13373423,2,2,1,113,31
0.013811622,-0.14073566,2,2,1,113,31
0.015175108,-0.14464417,2,2,1,113,31
0.014326531,-0.14010319,2,2,1,113,31
0.0030157976,-0.13480571,2,2,9,113,31
-0.0026784986,-0.12877357,2,2,9,113,31
-0.009089574,-0.12209159,2,2,9,113,31
-0.008351903,-0.1224883,2,2,9,113,31
-0.0074727926,-0.11845531,2,2,9,113,31
-0.00414541,-0.12100171,2,2,9,113,31
-0.0015498102,-0.120239995,2,2,9,113,31
-0.0055786353,-0.121214174,6,2,9,113,31
-0.0076703057,-0.11375043,6,2,9,113,31
0.03712261,0.014926322,0,2,4,76,32
0.04216038,0.014570706,1,2,4,76,32
0.03729624,0.00796891,1,2,4,76,32
0.044310037,0.012827136,1,2,4,76,32
0.045463387,0.021968015,1,1,4,76,32
0.043176595,0.027988993,1,1,4,76,32
0.04324848,0.031297274,1,2,4,76,32
0.04076985,0.0336326,1,2,4,76,32
0.04533637,0.026964702,1,2,6,76,32
0.046137486,0.015464179,1,2,6,76,32
0.04517931,0.013700955,1,2,6,76,32
0.051281605,0.008914016,1,2,6,76,32
0.04981399,0.0030415282,1,2,4,76,32
0.050752286,0.0015650615,1,2,4,76,32
0.049832795,0.0067639276,1,2,4,76,32
0.044817243,0.008239917,1,2,4,76,32
0.040981505,0.011164062,1,2,4,76,32
0.03410772,0.007768236,1,2,4,76,32
